Date/Time,Electricity Demand for the Branch (kw),Solar System Output (kWh),DOW,15min_interval
4/28/2013 1:45,9.6,0,1,8
4/28/2013 2:00,9.6,0,1,9
4/28/2013 2:15,9.6,0,1,10
4/28/2013 2:30,9.6,0,1,11
4/28/2013 2:45,8,0,1,12
4/28/2013 3:00,9.6,0,1,13
4/28/2013 3:15,9.6,0,1,14
4/28/2013 3:30,9.6,0,1,15
4/28/2013 3:45,9.6,0,1,16
4/28/2013 4:00,9.6,0,1,17
4/28/2013 4:15,9.6,0,1,18
4/28/2013 4:30,9.6,0,1,19
4/28/2013 4:45,8,0,1,20
4/28/2013 5:00,9.6,0.011,1,21
4/28/2013 5:15,9.6,0.051,1,22
4/28/2013 5:30,9.6,0.168,1,23
4/28/2013 5:45,9.6,0.353,1,24
4/28/2013 6:00,8,0.612,1,25
4/28/2013 6:15,11.2,0.918,1,26
4/28/2013 6:30,4.8,1.173,1,27
4/28/2013 6:45,4.8,1.4,1,28
4/28/2013 7:00,3.2,1.756,1,29
4/28/2013 7:15,4.8,2.223,1,30
4/28/2013 7:30,3.2,2.78,1,31
4/28/2013 7:45,4.8,3.46,1,32
4/28/2013 8:00,4.8,4.468,1,33
4/28/2013 8:15,4.8,8.971,1,34
4/28/2013 8:30,3.2,8.762,1,35
4/28/2013 8:45,4.8,9.412,1,36
4/28/2013 9:00,4.8,9.956,1,37
4/28/2013 9:15,3.2,10.477,1,38
4/28/2013 9:30,4.8,10.949,1,39
4/28/2013 9:45,4.8,11.29,1,40
4/28/2013 10:00,4.8,11.841,1,41
4/28/2013 10:15,3.2,12.34,1,42
4/28/2013 10:30,4.8,12.747,1,43
4/28/2013 10:45,4.8,13.303,1,44
4/28/2013 11:00,3.2,12.59,1,45
4/28/2013 11:15,4.8,13.502,1,46
4/28/2013 11:30,4.8,13.417,1,47
4/28/2013 11:45,3.2,13.524,1,48
4/28/2013 12:00,4.8,13.043,1,49
4/28/2013 12:15,4.8,13.572,1,50
4/28/2013 12:30,4.8,13.013,1,51
4/28/2013 12:45,4.8,11.974,1,52
4/28/2013 13:00,3.2,11.942,1,53
4/28/2013 13:15,4.8,12.486,1,54
4/28/2013 13:30,4.8,11.309,1,55
4/28/2013 13:45,4.8,11.097,1,56
4/28/2013 14:00,3.2,10.693,1,57
4/28/2013 14:15,4.8,10.482,1,58
4/28/2013 14:30,4.8,7.704,1,59
4/28/2013 14:45,4.8,7.143,1,60
4/28/2013 15:00,4.8,7.125,1,61
4/28/2013 15:15,3.2,6.4,1,62
4/28/2013 15:30,4.8,4.134,1,63
4/28/2013 15:45,4.8,3.304,1,64
4/28/2013 16:00,4.8,2.407,1,65
4/28/2013 16:15,3.2,2.03,1,66
4/28/2013 16:30,4.8,1.45,1,67
4/28/2013 16:45,3.2,1.188,1,68
4/28/2013 17:00,8,0.945,1,69
4/28/2013 17:15,9.6,0.584,1,70
4/28/2013 17:30,9.6,0.361,1,71
4/28/2013 17:45,9.6,0.242,1,72
4/28/2013 18:00,9.6,0.186,1,73
4/28/2013 18:15,9.6,0.047,1,74
4/28/2013 18:30,8,0.007,1,75
4/28/2013 18:45,9.6,0,1,76
4/28/2013 19:00,9.6,0,1,77
4/28/2013 19:15,9.6,0,1,78
4/28/2013 19:30,9.6,0,1,79
4/28/2013 19:45,9.6,0,1,80
4/28/2013 20:00,9.6,0,1,81
4/28/2013 20:15,9.6,0,1,82
4/28/2013 20:30,9.6,0,1,83
4/28/2013 20:45,9.6,0,1,84
4/28/2013 21:00,9.6,0,1,85
4/28/2013 21:15,9.6,0,1,86
4/28/2013 21:30,9.6,0,1,87
4/28/2013 21:45,8,0,1,88
4/28/2013 22:00,9.6,0,1,89
4/28/2013 22:15,9.6,0,1,90
4/28/2013 22:30,9.6,0,1,91
4/28/2013 22:45,9.6,0,1,92
4/28/2013 23:00,9.6,0,1,93
4/28/2013 23:15,9.6,0,1,94
4/28/2013 23:30,9.6,0,1,95
4/28/2013 23:45,9.6,0,1,96
4/29/2013 0:00,8,0,2,1
4/29/2013 0:15,9.6,0,2,2
4/29/2013 0:30,9.6,0,2,3
4/29/2013 0:45,9.6,0,2,4
4/29/2013 1:00,9.6,0,2,5
4/29/2013 1:15,9.6,0,2,6
4/29/2013 1:30,8,0,2,7
4/29/2013 1:45,9.6,0,2,8
4/29/2013 2:00,9.6,0,2,9
4/29/2013 2:15,9.6,0,2,10
4/29/2013 2:30,9.6,0,2,11
4/29/2013 2:45,9.6,0,2,12
4/29/2013 3:00,9.6,0,2,13
4/29/2013 3:15,8,0,2,14
4/29/2013 3:30,9.6,0,2,15
4/29/2013 3:45,9.6,0,2,16
4/29/2013 4:00,9.6,0,2,17
4/29/2013 4:15,9.6,0,2,18
4/29/2013 4:30,8,0,2,19
4/29/2013 4:45,9.6,0,2,20
4/29/2013 5:00,9.6,0.003,2,21
4/29/2013 5:15,9.6,0.029,2,22
4/29/2013 5:30,9.6,0.08,2,23
4/29/2013 5:45,8,0.151,2,24
4/29/2013 6:00,11.2,0.263,2,25
4/29/2013 6:15,9.6,0.41,2,26
4/29/2013 6:30,11.2,0.557,2,27
4/29/2013 6:45,11.2,0.625,2,28
4/29/2013 7:00,12.8,0.698,2,29
4/29/2013 7:15,12.8,0.788,2,30
4/29/2013 7:30,11.2,0.86,2,31
4/29/2013 7:45,9.6,1.084,2,32
4/29/2013 8:00,8,1.399,2,33
4/29/2013 8:15,9.6,1.708,2,34
4/29/2013 8:30,8,1.847,2,35
4/29/2013 8:45,9.6,2.199,2,36
4/29/2013 9:00,8,2.431,2,37
4/29/2013 9:15,9.6,3.059,2,38
4/29/2013 9:30,8,3.324,2,39
4/29/2013 9:45,9.6,4.009,2,40
4/29/2013 10:00,9.6,5.698,2,41
4/29/2013 10:15,8,6.71,2,42
4/29/2013 10:30,8,8.105,2,43
4/29/2013 10:45,9.6,12.554,2,44
4/29/2013 11:00,8,13.125,2,45
4/29/2013 11:15,9.6,13.31,2,46
4/29/2013 11:30,8,13.412,2,47
4/29/2013 11:45,9.6,13.461,2,48
4/29/2013 12:00,9.6,13.43,2,49
4/29/2013 12:15,9.6,13.338,2,50
4/29/2013 12:30,9.6,13.216,2,51
4/29/2013 12:45,8,13.036,2,52
4/29/2013 13:00,9.6,12.794,2,53
4/29/2013 13:15,9.6,12.481,2,54
4/29/2013 13:30,9.6,12.108,2,55
4/29/2013 13:45,8,11.725,2,56
4/29/2013 14:00,9.6,11.287,2,57
4/29/2013 14:15,9.6,10.809,2,58
4/29/2013 14:30,8,10.261,2,59
4/29/2013 14:45,9.6,9.537,2,60
4/29/2013 15:00,9.6,9.067,2,61
4/29/2013 15:15,9.6,8.15,2,62
4/29/2013 15:30,9.6,7.418,2,63
4/29/2013 15:45,8,6.851,2,64
4/29/2013 16:00,9.6,6.293,2,65
4/29/2013 16:15,8,5.583,2,66
4/29/2013 16:30,9.6,4.958,2,67
4/29/2013 16:45,8,4.109,2,68
4/29/2013 17:00,6.4,3.317,2,69
4/29/2013 17:15,9.6,2.558,2,70
4/29/2013 17:30,8,1.51,2,71
4/29/2013 17:45,6.4,0.993,2,72
4/29/2013 18:00,8,0.481,2,73
4/29/2013 18:15,9.6,0.137,2,74
4/29/2013 18:30,9.6,0.028,2,75
4/29/2013 18:45,9.6,0.001,2,76
4/29/2013 19:00,9.6,0,2,77
4/29/2013 19:15,9.6,0,2,78
4/29/2013 19:30,9.6,0,2,79
4/29/2013 19:45,8,0,2,80
4/29/2013 20:00,9.6,0,2,81
4/29/2013 20:15,11.2,0,2,82
4/29/2013 20:30,9.6,0,2,83
4/29/2013 20:45,12.8,0,2,84
4/29/2013 21:00,12.8,0,2,85
4/29/2013 21:15,12.8,0,2,86
4/29/2013 21:30,11.2,0,2,87
4/29/2013 21:45,9.6,0,2,88
4/29/2013 22:00,9.6,0,2,89
4/29/2013 22:15,9.6,0,2,90
4/29/2013 22:30,9.6,0,2,91
4/29/2013 22:45,9.6,0,2,92
4/29/2013 23:00,9.6,0,2,93
4/29/2013 23:15,9.6,0,2,94
4/29/2013 23:30,9.6,0,2,95
4/29/2013 23:45,8,0,2,96
4/30/2013 0:00,9.6,0,3,1
4/30/2013 0:15,9.6,0,3,2
4/30/2013 0:30,9.6,0,3,3
4/30/2013 0:45,9.6,0,3,4
4/30/2013 1:00,9.6,0,3,5
4/30/2013 1:15,9.6,0,3,6
4/30/2013 1:30,8,0,3,7
4/30/2013 1:45,9.6,0,3,8
4/30/2013 2:00,9.6,0,3,9
4/30/2013 2:15,9.6,0,3,10
4/30/2013 2:30,9.6,0,3,11
4/30/2013 2:45,9.6,0,3,12
4/30/2013 3:00,8,0,3,13
4/30/2013 3:15,9.6,0,3,14
4/30/2013 3:30,9.6,0,3,15
4/30/2013 3:45,9.6,0,3,16
4/30/2013 4:00,9.6,0,3,17
4/30/2013 4:15,9.6,0,3,18
4/30/2013 4:30,9.6,0,3,19
4/30/2013 4:45,9.6,0,3,20
4/30/2013 5:00,9.6,0.001,3,21
4/30/2013 5:15,9.6,0.022,3,22
4/30/2013 5:30,8,0.054,3,23
4/30/2013 5:45,9.6,0.15,3,24
4/30/2013 6:00,11.2,0.276,3,25
4/30/2013 6:15,9.6,0.389,3,26
4/30/2013 6:30,9.6,0.568,3,27
4/30/2013 6:45,11.2,0.763,3,28
4/30/2013 7:00,9.6,0.886,3,29
4/30/2013 7:15,6.4,0.92,3,30
4/30/2013 7:30,6.4,1.043,3,31
4/30/2013 7:45,8,1.352,3,32
4/30/2013 8:00,9.6,1.753,3,33
4/30/2013 8:15,8,1.897,3,34
4/30/2013 8:30,9.6,2.111,3,35
4/30/2013 8:45,8,2.439,3,36
4/30/2013 9:00,9.6,2.714,3,37
4/30/2013 9:15,9.6,2.788,3,38
4/30/2013 9:30,8,3.115,3,39
4/30/2013 9:45,8,2.996,3,40
4/30/2013 10:00,9.6,3.036,3,41
4/30/2013 10:15,9.6,3.671,3,42
4/30/2013 10:30,8,3.792,3,43
4/30/2013 10:45,9.6,3.793,3,44
4/30/2013 11:00,11.2,3.817,3,45
4/30/2013 11:15,8,4.842,3,46
4/30/2013 11:30,9.6,4.925,3,47
4/30/2013 11:45,9.6,4.318,3,48
4/30/2013 12:00,8,3.792,3,49
4/30/2013 12:15,9.6,3.858,3,50
4/30/2013 12:30,9.6,3.674,3,51
4/30/2013 12:45,9.6,4.472,3,52
4/30/2013 13:00,8,6.498,3,53
4/30/2013 13:15,9.6,6.476,3,54
4/30/2013 13:30,9.6,5.821,3,55
4/30/2013 13:45,9.6,5.468,3,56
4/30/2013 14:00,9.6,5.362,3,57
4/30/2013 14:15,8,5.296,3,58
4/30/2013 14:30,9.6,4.785,3,59
4/30/2013 14:45,9.6,5.585,3,60
4/30/2013 15:00,8,9.374,3,61
4/30/2013 15:15,9.6,8.904,3,62
4/30/2013 15:30,9.6,8.866,3,63
4/30/2013 15:45,8,7.066,3,64
4/30/2013 16:00,9.6,5.807,3,65
4/30/2013 16:15,9.6,4.314,3,66
4/30/2013 16:30,8,2.133,3,67
4/30/2013 16:45,9.6,1.414,3,68
4/30/2013 17:00,9.6,1.098,3,69
4/30/2013 17:15,12.8,1.082,3,70
4/30/2013 17:30,14.4,0.722,3,71
4/30/2013 17:45,12.8,0.321,3,72
4/30/2013 18:00,9.6,0.173,3,73
4/30/2013 18:15,9.6,0.054,3,74
4/30/2013 18:30,9.6,0.006,3,75
4/30/2013 18:45,9.6,0,3,76
4/30/2013 19:00,9.6,0,3,77
4/30/2013 19:15,9.6,0,3,78
4/30/2013 19:30,9.6,0,3,79
4/30/2013 19:45,9.6,0,3,80
4/30/2013 20:00,9.6,0,3,81
4/30/2013 20:15,9.6,0,3,82
4/30/2013 20:30,11.2,0,3,83
4/30/2013 20:45,12.8,0,3,84
4/30/2013 21:00,12.8,0,3,85
4/30/2013 21:15,11.2,0,3,86
4/30/2013 21:30,9.6,0,3,87
4/30/2013 21:45,9.6,0,3,88
4/30/2013 22:00,9.6,0,3,89
4/30/2013 22:15,9.6,0,3,90
4/30/2013 22:30,11.2,0,3,91
4/30/2013 22:45,8,0,3,92
4/30/2013 23:00,9.6,0,3,93
4/30/2013 23:15,9.6,0,3,94
4/30/2013 23:30,9.6,0,3,95
4/30/2013 23:45,9.6,0,3,96
5/1/2013 0:00,8,0,4,1
5/1/2013 0:15,9.6,0,4,2
5/1/2013 0:30,9.6,0,4,3
5/1/2013 0:45,9.6,0,4,4
5/1/2013 1:00,9.6,0,4,5
5/1/2013 1:15,9.6,0,4,6
5/1/2013 1:30,9.6,0,4,7
5/1/2013 1:45,8,0,4,8
5/1/2013 2:00,9.6,0,4,9
5/1/2013 2:15,9.6,0,4,10
5/1/2013 2:30,9.6,0,4,11
5/1/2013 2:45,9.6,0,4,12
5/1/2013 3:00,9.6,0,4,13
5/1/2013 3:15,9.6,0,4,14
5/1/2013 3:30,9.6,0,4,15
5/1/2013 3:45,9.6,0,4,16
5/1/2013 4:00,9.6,0,4,17
5/1/2013 4:15,8,0,4,18
5/1/2013 4:30,9.6,0,4,19
5/1/2013 4:45,9.6,0.003,4,20
5/1/2013 5:00,9.6,0.022,4,21
5/1/2013 5:15,9.6,0.075,4,22
5/1/2013 5:30,8,0.177,4,23
5/1/2013 5:45,9.6,0.266,4,24
5/1/2013 6:00,11.2,0.36,4,25
5/1/2013 6:15,9.6,0.471,4,26
5/1/2013 6:30,9.6,0.62,4,27
5/1/2013 6:45,11.2,0.769,4,28
5/1/2013 7:00,11.2,0.848,4,29
5/1/2013 7:15,8,1.116,4,30
5/1/2013 7:30,8,1.375,4,31
5/1/2013 7:45,8,1.515,4,32
5/1/2013 8:00,8,1.744,4,33
5/1/2013 8:15,9.6,1.949,4,34
5/1/2013 8:30,8,2.91,4,35
5/1/2013 8:45,9.6,5.948,4,36
5/1/2013 9:00,9.6,4.718,4,37
5/1/2013 9:15,8,4.847,4,38
5/1/2013 9:30,9.6,4.714,4,39
5/1/2013 9:45,8,7.544,4,40
5/1/2013 10:00,11.2,10.572,4,41
5/1/2013 10:15,8,11.37,4,42
5/1/2013 10:30,11.2,12.694,4,43
5/1/2013 10:45,9.6,12.308,4,44
5/1/2013 11:00,8,13.114,4,45
5/1/2013 11:15,9.6,13.256,4,46
5/1/2013 11:30,9.6,13.334,4,47
5/1/2013 11:45,9.6,13.395,4,48
5/1/2013 12:00,9.6,13.364,4,49
5/1/2013 12:15,9.6,13.288,4,50
5/1/2013 12:30,9.6,13.169,4,51
5/1/2013 12:45,9.6,12.985,4,52
5/1/2013 13:00,9.6,12.74,4,53
5/1/2013 13:15,11.2,12.419,4,54
5/1/2013 13:30,8,12.054,4,55
5/1/2013 13:45,11.2,11.654,4,56
5/1/2013 14:00,8,11.203,4,57
5/1/2013 14:15,9.6,10.687,4,58
5/1/2013 14:30,9.6,10.15,4,59
5/1/2013 14:45,8,9.564,4,60
5/1/2013 15:00,9.6,8.944,4,61
5/1/2013 15:15,9.6,8.33,4,62
5/1/2013 15:30,9.6,7.696,4,63
5/1/2013 15:45,9.6,7.024,4,64
5/1/2013 16:00,8,6.325,4,65
5/1/2013 16:15,11.2,5.632,4,66
5/1/2013 16:30,8,4.904,4,67
5/1/2013 16:45,9.6,4.192,4,68
5/1/2013 17:00,6.4,3.487,4,69
5/1/2013 17:15,8,2.782,4,70
5/1/2013 17:30,9.6,2.07,4,71
5/1/2013 17:45,8,1.389,4,72
5/1/2013 18:00,9.6,0.791,4,73
5/1/2013 18:15,11.2,0.276,4,74
5/1/2013 18:30,12.8,0.042,4,75
5/1/2013 18:45,11.2,0.006,4,76
5/1/2013 19:00,12.8,0,4,77
5/1/2013 19:15,9.6,0,4,78
5/1/2013 19:30,11.2,0,4,79
5/1/2013 19:45,9.6,0,4,80
5/1/2013 20:00,9.6,0,4,81
5/1/2013 20:15,9.6,0,4,82
5/1/2013 20:30,11.2,0,4,83
5/1/2013 20:45,12.8,0,4,84
5/1/2013 21:00,12.8,0,4,85
5/1/2013 21:15,11.2,0,4,86
5/1/2013 21:30,11.2,0,4,87
5/1/2013 21:45,9.6,0,4,88
5/1/2013 22:00,9.6,0,4,89
5/1/2013 22:15,9.6,0,4,90
5/1/2013 22:30,9.6,0,4,91
5/1/2013 22:45,9.6,0,4,92
5/1/2013 23:00,9.6,0,4,93
5/1/2013 23:15,9.6,0,4,94
5/1/2013 23:30,9.6,0,4,95
5/1/2013 23:45,9.6,0,4,96
5/2/2013 0:00,9.6,0,5,1
5/2/2013 0:15,9.6,0,5,2
5/2/2013 0:30,9.6,0,5,3
5/2/2013 0:45,9.6,0,5,4
5/2/2013 1:00,8,0,5,5
5/2/2013 1:15,9.6,0,5,6
5/2/2013 1:30,9.6,0,5,7
5/2/2013 1:45,9.6,0,5,8
5/2/2013 2:00,9.6,0,5,9
5/2/2013 2:15,9.6,0,5,10
5/2/2013 2:30,9.6,0,5,11
5/2/2013 2:45,9.6,0,5,12
5/2/2013 3:00,9.6,0,5,13
5/2/2013 3:15,9.6,0,5,14
5/2/2013 3:30,8,0,5,15
5/2/2013 3:45,9.6,0,5,16
5/2/2013 4:00,9.6,0,5,17
5/2/2013 4:15,9.6,0,5,18
5/2/2013 4:30,9.6,0,5,19
5/2/2013 4:45,9.6,0.01,5,20
5/2/2013 5:00,8,0.048,5,21
5/2/2013 5:15,9.6,0.276,5,22
5/2/2013 5:30,4.8,0.812,5,23
5/2/2013 5:45,4.8,1.444,5,24
5/2/2013 6:00,4.8,2.109,5,25
5/2/2013 6:15,4.8,2.762,5,26
5/2/2013 6:30,4.8,3.496,5,27
5/2/2013 6:45,6.4,4.177,5,28
5/2/2013 7:00,6.4,4.892,5,29
5/2/2013 7:15,6.4,5.574,5,30
5/2/2013 7:30,8,6.276,5,31
5/2/2013 7:45,8,7.005,5,32
5/2/2013 8:00,8,7.782,5,33
5/2/2013 8:15,9.6,8.476,5,34
5/2/2013 8:30,8,9.239,5,35
5/2/2013 8:45,9.6,9.873,5,36
5/2/2013 9:00,8,10.438,5,37
5/2/2013 9:15,11.2,11.023,5,38
5/2/2013 9:30,11.2,11.556,5,39
5/2/2013 9:45,8,12.046,5,40
5/2/2013 10:00,9.6,12.478,5,41
5/2/2013 10:15,11.2,12.835,5,42
5/2/2013 10:30,9.6,13.19,5,43
5/2/2013 10:45,9.6,13.464,5,44
5/2/2013 11:00,11.2,13.705,5,45
5/2/2013 11:15,9.6,13.874,5,46
5/2/2013 11:30,8,13.942,5,47
5/2/2013 11:45,12.8,13.974,5,48
5/2/2013 12:00,9.6,13.911,5,49
5/2/2013 12:15,8,13.763,5,50
5/2/2013 12:30,9.6,13.616,5,51
5/2/2013 12:45,11.2,13.42,5,52
5/2/2013 13:00,9.6,13.14,5,53
5/2/2013 13:15,9.6,12.755,5,54
5/2/2013 13:30,9.6,12.392,5,55
5/2/2013 13:45,12.8,11.988,5,56
5/2/2013 14:00,9.6,11.517,5,57
5/2/2013 14:15,9.6,10.996,5,58
5/2/2013 14:30,11.2,10.406,5,59
5/2/2013 14:45,9.6,9.807,5,60
5/2/2013 15:00,11.2,9.232,5,61
5/2/2013 15:15,9.6,8.592,5,62
5/2/2013 15:30,11.2,7.93,5,63
5/2/2013 15:45,9.6,7.265,5,64
5/2/2013 16:00,8,6.585,5,65
5/2/2013 16:15,11.2,5.869,5,66
5/2/2013 16:30,9.6,5.156,5,67
5/2/2013 16:45,9.6,4.429,5,68
5/2/2013 17:00,8,3.703,5,69
5/2/2013 17:15,9.6,2.996,5,70
5/2/2013 17:30,8,2.275,5,71
5/2/2013 17:45,8,1.569,5,72
5/2/2013 18:00,6.4,0.91,5,73
5/2/2013 18:15,11.2,0.32,5,74
5/2/2013 18:30,9.6,0.048,5,75
5/2/2013 18:45,9.6,0.008,5,76
5/2/2013 19:00,9.6,0,5,77
5/2/2013 19:15,9.6,0,5,78
5/2/2013 19:30,9.6,0,5,79
5/2/2013 19:45,9.6,0,5,80
5/2/2013 20:00,9.6,0,5,81
5/2/2013 20:15,11.2,0,5,82
5/2/2013 20:30,11.2,0,5,83
5/2/2013 20:45,12.8,0,5,84
5/2/2013 21:00,12.8,0,5,85
5/2/2013 21:15,11.2,0,5,86
5/2/2013 21:30,9.6,0,5,87
5/2/2013 21:45,11.2,0,5,88
5/2/2013 22:00,9.6,0,5,89
5/2/2013 22:15,9.6,0,5,90
5/2/2013 22:30,9.6,0,5,91
5/2/2013 22:45,9.6,0,5,92
5/2/2013 23:00,9.6,0,5,93
5/2/2013 23:15,9.6,0,5,94
5/2/2013 23:30,9.6,0,5,95
5/2/2013 23:45,9.6,0,5,96
5/3/2013 0:00,9.6,0,6,1
5/3/2013 0:15,9.6,0,6,2
5/3/2013 0:30,9.6,0,6,3
5/3/2013 0:45,8,0,6,4
5/3/2013 1:00,9.6,0,6,5
5/3/2013 1:15,11.2,0,6,6
5/3/2013 1:30,9.6,0,6,7
5/3/2013 1:45,9.6,0,6,8
5/3/2013 2:00,9.6,0,6,9
5/3/2013 2:15,8,0,6,10
5/3/2013 2:30,9.6,0,6,11
5/3/2013 2:45,9.6,0,6,12
5/3/2013 3:00,9.6,0,6,13
5/3/2013 3:15,9.6,0,6,14
5/3/2013 3:30,9.6,0,6,15
5/3/2013 3:45,9.6,0,6,16
5/3/2013 4:00,9.6,0,6,17
5/3/2013 4:15,9.6,0,6,18
5/3/2013 4:30,8,0,6,19
5/3/2013 4:45,9.6,0.018,6,20
5/3/2013 5:00,9.6,0.062,6,21
5/3/2013 5:15,8,0.284,6,22
5/3/2013 5:30,4.8,0.963,6,23
5/3/2013 5:45,4.8,1.638,6,24
5/3/2013 6:00,4.8,2.37,6,25
5/3/2013 6:15,4.8,3.104,6,26
5/3/2013 6:30,4.8,3.831,6,27
5/3/2013 6:45,6.4,4.61,6,28
5/3/2013 7:00,6.4,5.354,6,29
5/3/2013 7:15,8,6.142,6,30
5/3/2013 7:30,9.6,6.872,6,31
5/3/2013 7:45,11.2,7.605,6,32
5/3/2013 8:00,9.6,8.232,6,33
5/3/2013 8:15,12.8,8.938,6,34
5/3/2013 8:30,11.2,9.546,6,35
5/3/2013 8:45,12.8,9.534,6,36
5/3/2013 9:00,11.2,10.289,6,37
5/3/2013 9:15,12.8,10.923,6,38
5/3/2013 9:30,12.8,10.977,6,39
5/3/2013 9:45,12.8,11.372,6,40
5/3/2013 10:00,14.4,12.374,6,41
5/3/2013 10:15,9.6,12.918,6,42
5/3/2013 10:30,14.4,13.338,6,43
5/3/2013 10:45,12.8,13.132,6,44
5/3/2013 11:00,12.8,12.193,6,45
5/3/2013 11:15,12.8,13.517,6,46
5/3/2013 11:30,9.6,12.556,6,47
5/3/2013 11:45,12.8,12.939,6,48
5/3/2013 12:00,9.6,12.899,6,49
5/3/2013 12:15,12.8,13.234,6,50
5/3/2013 12:30,9.6,13.9,6,51
5/3/2013 12:45,14.4,13.551,6,52
5/3/2013 13:00,9.6,12.762,6,53
5/3/2013 13:15,14.4,12.139,6,54
5/3/2013 13:30,11.2,12.24,6,55
5/3/2013 13:45,12.8,12.072,6,56
5/3/2013 14:00,9.6,11.935,6,57
5/3/2013 14:15,14.4,10.144,6,58
5/3/2013 14:30,9.6,10.329,6,59
5/3/2013 14:45,12.8,9.215,6,60
5/3/2013 15:00,9.6,9.095,6,61
5/3/2013 15:15,14.4,8.38,6,62
5/3/2013 15:30,9.6,7.591,6,63
5/3/2013 15:45,12.8,6.44,6,64
5/3/2013 16:00,9.6,5.239,6,65
5/3/2013 16:15,11.2,4.178,6,66
5/3/2013 16:30,11.2,3.606,6,67
5/3/2013 16:45,9.6,3.842,6,68
5/3/2013 17:00,9.6,3.767,6,69
5/3/2013 17:15,9.6,2.932,6,70
5/3/2013 17:30,9.6,1.917,6,71
5/3/2013 17:45,9.6,1.255,6,72
5/3/2013 18:00,9.6,0.778,6,73
5/3/2013 18:15,12.8,0.296,6,74
5/3/2013 18:30,12.8,0.062,6,75
5/3/2013 18:45,11.2,0.019,6,76
5/3/2013 19:00,11.2,0.004,6,77
5/3/2013 19:15,9.6,0,6,78
5/3/2013 19:30,11.2,0,6,79
5/3/2013 19:45,9.6,0,6,80
5/3/2013 20:00,12.8,0,6,81
5/3/2013 20:15,12.8,0,6,82
5/3/2013 20:30,12.8,0,6,83
5/3/2013 20:45,11.2,0,6,84
5/3/2013 21:00,11.2,0,6,85
5/3/2013 21:15,9.6,0,6,86
5/3/2013 21:30,9.6,0,6,87
5/3/2013 21:45,9.6,0,6,88
5/3/2013 22:00,9.6,0,6,89
5/3/2013 22:15,9.6,0,6,90
5/3/2013 22:30,9.6,0,6,91
5/3/2013 22:45,9.6,0,6,92
5/3/2013 23:00,9.6,0,6,93
5/3/2013 23:15,9.6,0,6,94
5/3/2013 23:30,9.6,0,6,95
5/3/2013 23:45,9.6,0,6,96
5/4/2013 0:00,9.6,0,7,1
5/4/2013 0:15,9.6,0,7,2
5/4/2013 0:30,8,0,7,3
5/4/2013 0:45,9.6,0,7,4
5/4/2013 1:00,9.6,0,7,5
5/4/2013 1:15,9.6,0,7,6
5/4/2013 1:30,9.6,0,7,7
5/4/2013 1:45,9.6,0,7,8
5/4/2013 2:00,9.6,0,7,9
5/4/2013 2:15,9.6,0,7,10
5/4/2013 2:30,9.6,0,7,11
5/4/2013 2:45,9.6,0,7,12
5/4/2013 3:00,9.6,0,7,13
5/4/2013 3:15,9.6,0,7,14
5/4/2013 3:30,9.6,0,7,15
5/4/2013 3:45,9.6,0,7,16
5/4/2013 4:00,9.6,0,7,17
5/4/2013 4:15,9.6,0,7,18
5/4/2013 4:30,9.6,0,7,19
5/4/2013 4:45,9.6,0.01,7,20
5/4/2013 5:00,9.6,0.039,7,21
5/4/2013 5:15,8,0.252,7,22
5/4/2013 5:30,6.4,0.601,7,23
5/4/2013 5:45,4.8,0.821,7,24
5/4/2013 6:00,4.8,1.512,7,25
5/4/2013 6:15,4.8,2.899,7,26
5/4/2013 6:30,6.4,1.997,7,27
5/4/2013 6:45,4.8,1.505,7,28
5/4/2013 7:00,8,2.23,7,29
5/4/2013 7:15,4.8,2.173,7,30
5/4/2013 7:30,6.4,4.256,7,31
5/4/2013 7:45,8,5.145,7,32
5/4/2013 8:00,9.6,6.005,7,33
5/4/2013 8:15,8,5.975,7,34
5/4/2013 8:30,9.6,9.182,7,35
5/4/2013 8:45,8,10.088,7,36
5/4/2013 9:00,9.6,9.948,7,37
5/4/2013 9:15,8,10.286,7,38
5/4/2013 9:30,8,10.808,7,39
5/4/2013 9:45,12.8,11.547,7,40
5/4/2013 10:00,9.6,12.004,7,41
5/4/2013 10:15,8,12.417,7,42
5/4/2013 10:30,12.8,12.704,7,43
5/4/2013 10:45,8,12.953,7,44
5/4/2013 11:00,9.6,13.087,7,45
5/4/2013 11:15,9.6,13.201,7,46
5/4/2013 11:30,9.6,13.33,7,47
5/4/2013 11:45,11.2,13.418,7,48
5/4/2013 12:00,8,13.339,7,49
5/4/2013 12:15,11.2,13.241,7,50
5/4/2013 12:30,9.6,12.801,7,51
5/4/2013 12:45,9.6,12.923,7,52
5/4/2013 13:00,12.8,12.515,7,53
5/4/2013 13:15,8,12.31,7,54
5/4/2013 13:30,11.2,12.106,7,55
5/4/2013 13:45,9.6,11.372,7,56
5/4/2013 14:00,11.2,10.698,7,57
5/4/2013 14:15,11.2,10.309,7,58
5/4/2013 14:30,8,9.408,7,59
5/4/2013 14:45,12.8,9.499,7,60
5/4/2013 15:00,8,8.681,7,61
5/4/2013 15:15,9.6,7.181,7,62
5/4/2013 15:30,8,6.142,7,63
5/4/2013 15:45,8,6.537,7,64
5/4/2013 16:00,4.8,6.207,7,65
5/4/2013 16:15,4.8,5.396,7,66
5/4/2013 16:30,4.8,4.854,7,67
5/4/2013 16:45,4.8,4.534,7,68
